requirement_id,tool_subsystem,source_doc_section,required_behavior,implementation_location,automated_test_reference,status,evidence_and_remaining_work
CAT-005,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Edit live paint42 to49 after draft creation WHEN Reopen/autosave draft THEN Draft retains42; new draft49; health reflects current49.,tests/domain/lifecycle.test.ts,tests/domain/lifecycle.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case CAT-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/lifecycle.test.ts. Prior evidence: Identical evidence to LIFE-001 (same underlying mechanism/test)."
CAT-006,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Rename live product after estimate issue WHEN Print old estimate THEN Snapshot unaffected; no historical output rewrite.,tests/domain/lifecycle.test.ts; tests/integration/draftIssuedIsolation.test.ts,"tests/domain/lifecycle.test.ts, tests/integration/draftIssuedIsolation.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case CAT-006), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/lifecycle.test.ts, tests/integration/draftIssuedIsolation.test.ts. Prior evidence: The tests changed a variant’s PRICE, not its NAME, but activeRateSnapshot is frozen as one whole object via structuredClone with no per-field special-casing, so the same guarantee structurally applies to a rename."
CAT-007,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Delete live variant used by saved draft and live service WHEN View both THEN Draft resolves snapshot; live service incomplete until corrected.,"src/domain/serviceHealthAssembly.ts:18-21 (live variant lookup); src/domain/estimateAssembly.ts (draft snapshot resolution, independent of the live catalog)",tests/domain/serviceHealthAssembly.test.ts:47-50; tests/domain/rateRefresh.test.ts:48; tests/domain/catProRequirements.test.ts,verified,"STALE EVIDENCE CORRECTED: both halves of this requirement were ALREADY covered by existing tests -- tests/domain/serviceHealthAssembly.test.ts:47-50 (""reports incomplete when the referenced paint variant no longer exists in the catalog"") proves the live-service-incomplete half; tests/domain/rateRefresh.test.ts:48 proves the draft-resolves-its-own-snapshot half. The prior audit note claiming this half was unverified was itself incorrect. A combined confirming test citing both was added to tests/domain/catProRequirements.test.ts for one clear joint reference. No remaining work."
CAT-008,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Change default throughput after customized service created WHEN View service THEN Custom value unchanged; explicit refresh-defaults preview required.,"src/domain/serviceRefresh.ts (previewServiceDefaultsRefresh, applyServiceDefaultsRefresh); src/components/tools/pro/ProApp.tsx (ServiceRefreshPanel, Check for default updates action)",tests/domain/serviceRefresh.test.ts; tests/browser/serviceDefaultsRefresh.test.tsx,verified,"Implemented this session: since ServiceDefinition has no frozen snapshot (unlike a Pro RateSnapshot), a customized field already never gets silently rewritten by a settings change -- what was missing was visibility into drift plus an explicit per-field revert-to-default action. Preview shows old/new value and cost/status impact via the real assembleServiceHealth; Confirm only reverts checked fields to null (resume live tracking), Cancel/no-checkbox changes nothing; currentSellingPrice and all other fields always preserved; deleted-variant case flagged and pointed at the existing selector (documented: no retain concept applies since services carry no historical snapshot). Tested for wall/ceiling/trim/door."
CAT-009,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Change current overhead or margin target WHEN View health and old estimate THEN Health refreshes; saved estimate retains snapshot values.,tests/domain/lifecycle.test.ts; docs/IMPLEMENTATION_DECISIONS.md,tests/domain/lifecycle.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case CAT-009), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/lifecycle.test.ts. Prior evidence: No test changes settings.overheadRatio specifically and re-inspects an old revision; this is inferred from the same generic, field-agnostic snapshot mechanism tested for loadedHourlyRate/pricePerGal."
CAT-010,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Edit supplies allowance defaults WHEN Create new and reopen old draft THEN New draft uses new mode; old draft retains prior allowance.,src/domain/project.ts line 32; src/components/tools/pro/ProApp.tsx line 34,,verified,FIXED this session (V5-05/CAT-010): createDraftRevision now reads suppliesAllowance and travel defaults from the snapshot's own captured businessSettings instead of hardcoding {mode:'none'}. An existing draft's own snapshot is never retroactively changed by a later settings edit (createDraftRevision only runs for a brand-new draft). Evidence: tests/domain/createDraftRevision.test.ts.
CAT-011,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,"GIVEN Catalog empty, enabled painted surface WHEN Calculate THEN Missing variant/coverage/cost prompts; no zero-material estimate.",tests/domain/estimateAssembly.test.ts,tests/domain/estimateAssembly.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case CAT-011), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/estimateAssembly.test.ts. Prior evidence: No test literally uses a zero-variant (empty) catalog; the existing test uses a 2-variant snapshot missing the referenced id, which is functionally identical to the Set.has() check failing."
CAT-012,Pro business settings and catalog,tool-specs/04; DATA_CONTRACT.md,GIVEN Select unspecified color/sheen explicitly WHEN Save THEN Allowed explicit placeholder; no hidden pooling across separate IDs.,tests/domain/estimateAssembly.test.ts; src/components/tools/pro/ProApp.tsx,tests/domain/estimateAssembly.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case CAT-012), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/estimateAssembly.test.ts. Prior evidence: No dedicated test constructs two variants both explicitly labeled color:""unspecified"" to confirm they remain separate purchases; inferred from the same ID-only grouping mechanism used throughout."
PRO-001,Pro surfaces and summary,"tool-specs/05,06; DATA_CONTRACT.md","GIVEN Room walls paintA42,ceiling paintB38 with own coverage/coats WHEN Calculate THEN Independent surface demand and purchase, summed costs; no room-wide product override.",tests/domain/estimateAssembly.test.ts; tests/engine/estimate.test.ts,"tests/domain/estimateAssembly.test.ts, tests/engine/estimate.test.ts",verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case PRO-001), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/estimateAssembly.test.ts, tests/engine/estimate.test.ts. Prior evidence: Genuinely fixed and tested this session (also see BUG_FIX_LOG.md #6 live-browser note for the related snapshot-variant bug); confirms the earlier false mapping to a generic issue-journey test is now replaced by a real, targeted test."
PRO-002,Pro surfaces and summary,"tool-specs/05,06; DATA_CONTRACT.md","GIVEN Standalone trim100,width.5,2coats,350coverage,waste.1,paint42,rate32,throughput40 WHEN Calculate THEN Area50;raw.3142857;buy1;paint42;labor160 before overhead/other costs.",tests/engine/fixtures.test.ts; tests/fixtures/acceptance-fixtures.json,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case PRO-002), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: "
PRO-003,Pro surfaces and summary,"tool-specs/05,06; DATA_CONTRACT.md","GIVEN Standalone door1,3x7,sides2,2coats,time.75,rate32 WHEN Calculate THEN No room required;area42;hours3;labor96;edges excluded.",tests/engine/fixtures.test.ts; tests/fixtures/acceptance-fixtures.json,tests/engine/fixtures.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case PRO-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/fixtures.test.ts. Prior evidence: ""No room required"" is inherent since the fixture calls engine functions directly with no Room object; domain-level standalone-surface support is separately confirmed by tests/domain/estimateAssembly.test.ts ""a project with only a standalone door surface (roomId null) is complete and priced""."
PRO-004,Pro surfaces and summary,"tool-specs/05,06; DATA_CONTRACT.md",GIVEN Door width missing but count1 enabled WHEN Calculate THEN Incomplete entire priced project; no hidden area assumption.,"src/domain/estimateAssembly.ts:152-159 (door branch: doorCount set, widthFt/heightFt missing -> state:""missing"")",tests/domain/catProRequirements.test.ts,verified,"Confirming test added with the exact matrix scenario: a door surface with doorCount=1 but widthFt/heightFt both blank reports the ENTIRE project incomplete, with a null aggregate/price -- no hidden zero/default area assumption. No remaining work."
PRO-005,Pro surfaces and summary,"tool-specs/05,06; DATA_CONTRACT.md",GIVEN Trim width missing but length100 enabled WHEN Calculate THEN Incomplete materials/model; no linear-feet-as-area substitution.,tests/domain/estimateAssembly.test.ts,tests/domain/estimateAssembly.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case PRO-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/estimateAssembly.test.ts. Prior evidence: Fixture given uses length=100; the existing test uses length=60. The numeric value is incidental to the property under test (missing width always yields incomplete regardless of length), so this is treated as a genuine match of the rule, not a coincidental pass."
PRO-006,Pro surfaces and summary,"tool-specs/05,06; DATA_CONTRACT.md",GIVEN Room valid walls plus incomplete enabled ceiling WHEN Calculate THEN Partial wall subtotal may show; final cost/margin/issue unavailable.,src/domain/estimateAssembly.ts:47-53 (incompleteResult always returns aggregate:null),tests/domain/catProRequirements.test.ts,verified,"JUDGMENT CALL DOCUMENTED: the matrix wording (""partial wall subtotal MAY show"") is permissive, not mandatory. Resolved by choosing the safer reading: no partial subtotal is ever fabricated when any enabled surface is incomplete, matching this project's own guard elsewhere against apparently-complete-but-actually-partial numbers (JOB-001/TPL-001's ""no blank priced document"" principle). Confirming test proves a valid wall + an incomplete enabled ceiling in the same room blocks the WHOLE project (aggregate/price/jobCost all null), never a wall-only partial number. No remaining work."
PRO-007,Pro surfaces and summary,"tool-specs/05,06; DATA_CONTRACT.md",GIVEN Disable incomplete ceiling WHEN Calculate THEN Remaining valid scope complete; no ghost ceiling in customer scope.,tests/domain/estimateAssembly.test.ts,tests/domain/estimateAssembly.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case PRO-007), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/domain/estimateAssembly.test.ts. Prior evidence: ""No ghost ceiling in customer scope"" is not separately tested; code review of src/domain/customerDocument.ts line 16 confirms scopeLines filters by s.enabled (so a disabled ceiling is excluded from the customer document), but only for room-attached surfaces and with no dedicated test."
