case_id,source_section,category,scenario,expected_result,classification,canonical_case_if_duplicate,executable_test_reference,observed_result,status,notes
HEALTH-010,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN Service currentPrice null WHEN Calculate,unpriced; cost breakdown may display; no false below-target status.,uniquely required,,tests/engine/serviceHealth.test.ts::HEALTH-01,"evaluateServiceHealth() with currentSellingPrice=null returns price.status=""unpriced"" and price.marginRatio=null, never a false below-target/alarming status, exactly as this case requires.",passed,
HEALTH-011,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN Service currentPrice0 WHEN Calculate,zero_price with loss amount and null margin; not unpriced.,uniquely required,,tests/engine/fixtures.test.ts::NUM fixtures... > no-charge (price); src/engine/serviceHealth.ts::evaluateServiceHealth,"evaluateServiceHealth() is a direct passthrough to evaluatePrice({cost, price, targetMarginRatio}) with no service-specific branching (confirmed by reading serviceHealth.ts). evaluatePrice's price=0 path is exactly the no-charge fixture, which returns profit=-cost (a real loss amount), marginRatio=null, status=""zero_price"" — distinct from ""unpriced"".",passed,
HEALTH-012,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN Service sellingPrice below modeled cost WHEN Calculate,Negative margin and profit shown; below_cost takes precedence.,uniquely required,,tests/engine/serviceHealth.test.ts::HEALTH-03,"evaluateServiceHealth() with a $0.50 price against a ~$0.7943 modeled cost returns status=""below_cost"" and a genuinely negative marginRatio (row.price.marginRatio.isNegative() === true), confirming below_cost takes precedence and margin is never clamped to zero.",passed,
HEALTH-013,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN Coverage missing or selected variant deleted WHEN Calculate,Incomplete row; no flattering zero modeled cost.,uniquely required,,tests/engine/serviceHealth.test.ts::HEALTH-02 (V11),"evaluateServiceHealth() called with unitCost=null (representing a missing required assumption, e.g. deleted variant/missing coverage) returns {unitCost: null, price: null} — an incomplete row, never a fabricated zero/cheap modeled cost.",passed,
HEALTH-014,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN Target changes .35 to.60 WHEN Re-evaluate same wall service,"Cost unchanged, status changes to below_target at current price1.80.",uniquely required,,tests/domain/healthRequirements.test.ts,"GIVEN Target changes .35 to.60 WHEN Re-evaluate same wall service THEN Cost unchanged, status changes to below_target at current price1.80.",passed,
HEALTH-015,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN Live paint price changes42 to49 WHEN Re-evaluate,Consumption cost increases; margin decreases; issued project unchanged.,uniquely required,,tests/domain/healthRequirements.test.ts; tests/integration/draftIssuedIsolation.test.ts,GIVEN Live paint price changes42 to49 WHEN Re-evaluate THEN Consumption cost increases; margin decreases; issued project unchanged.,passed,
HEALTH-016,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN User expands row WHEN Inspect,"Product/color,coverage,coats,waste,geometry,labor,overhead,allocations visible.",uniquely required,,tests/browser/priceBookHealthDetails.test.tsx,"GIVEN User expands row WHEN Inspect THEN Product/color,coverage,coats,waste,geometry,labor,overhead,allocations visible.",passed,
HEALTH-017,tool-specs/07; CALCULATION_SPEC.md §8,Price Book Health,GIVEN Homepage illustrative table remains42.2% wall WHEN Compare live fixture55.9%,No forced matching; marketing explicitly sample-only and live result remains correct.,uniquely required,,src/components/PriceBookHealth.astro (marketing table); tests/engine/fixtures.test.ts::NUM fixtures... > wall-service (service); tests/engine/serviceHealth.test.ts::HEALTH-04,"The homepage's marketing table (PriceBookHealth.astro line 5) shows a static illustrative ""Walls … $1.80/ft² … 42.2% … Above target"" row, explicitly labeled ""Sample target margin"" and captioned ""Margin is estimated... Actual results depend on your inputs and job conditions."" The live engine's wall-service fixture computes a genuinely different margin (55.9%) at the same $1.80 price. The two numbers are confirmed to differ and neither was ""fixed"" to force a match; the marketing copy is honestly disclaimed as sample-only.",passed,
DOC-001,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Issued estimate with all internal cost fields WHEN Build customer DTO/PDF,"Only allow-list fields passed; no loaded rates,costs,profit,margin,actuals or license data.",uniquely required,,tests/domain/lifecycle.test.ts::DOC-P01: customer document allow-list > never exposes internal cost/margin fields even if present on the source revision,"buildCustomerDocument() called on a revision carrying rawCalculatedOutputs (estimatedJobCost/estimatedMargin/overheadAmount) produces a document that assertOnlyAllowedFields() accepts, and JSON.stringify(doc) contains neither ""2185.00"" nor ""estimatedMargin"" — internal cost/margin/rate fields never reach the output.",passed,
DOC-002,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Add new secret/internal field to source estimate WHEN Generate document,Field absent by default; no reliance on a growing block-list.,uniquely required,,tests/domain/lifecycle.test.ts::DOC-P01: customer document allow-list > a hand-assembled object with a leaked private field is caught by the allow-list guard,"buildCustomerDocument() is a fixed ALLOW-LIST projection (src/domain/customerDocument.ts) — a new field added to EstimateRevision is absent from the output by construction, not because it is on a block-list. assertOnlyAllowedFields() additionally throws on a hand-assembled object carrying an unlisted field (""estimatedMargin""), proving the guard catches a future leak even if buildCustomerDocument itself were bypassed.",passed,
DOC-003,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Issued price1000 WHEN Render scope with multiple descriptions,One exact project selling total1000.00; no invented distribution across descriptions.,uniquely required,,tests/domain/customerDocument.test.ts,GIVEN Issued price1000 WHEN Render scope with multiple descriptions THEN One exact project selling total1000.00; no invented distribution across descriptions.,passed,
DOC-004,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Unpriced/incomplete draft WHEN Print scope preview,DRAFT and PRICE PENDING; never0.00 as assumed selling price.,uniquely required,,tests/browser/draftDocumentPreview.test.tsx,GIVEN Unpriced/incomplete draft WHEN Print scope preview THEN DRAFT and PRICE PENDING; never0.00 as assumed selling price.,passed,
DOC-005,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Confirmed no-charge issued estimate WHEN Print,Explicit no-charge/zero price; not price pending.,uniquely required,,tests/browser/customerDocumentRendering.test.tsx,GIVEN Confirmed no-charge issued estimate WHEN Print THEN Explicit no-charge/zero price; not price pending.,passed,
DOC-006,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Pro priced document WHEN Inspect total and notes,Pre-tax notice present; no automatic sales tax added.,uniquely required,,tests/domain/customerDocument.test.ts; tests/browser/customerDocumentRendering.test.tsx,GIVEN Pro priced document WHEN Inspect total and notes THEN Pre-tax notice present; no automatic sales tax added.,passed,
DOC-007,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Missing optional logo/business address/customer name WHEN Render,"No broken icons,undefined/null strings or fabricated identity.",uniquely required,,tests/browser/customerDocumentRendering.test.tsx,"GIVEN Missing optional logo/business address/customer name WHEN Render THEN No broken icons,undefined/null strings or fabricated identity.",passed,
DOC-008,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Long multi-room scope over several pages WHEN Print/PDF,"Scope preserved,headers where appropriate,no clipped or overlapping totals; all pages inspectable.",uniquely required,,"Real-browser verification this session: an isolated dev-only harness page (src/pages/dev/pro-harness.astro) mounting the real ProApp component with synthetic local data, seeded with an 8-room + trim + door issued project","GIVEN Long multi-room scope over several pages WHEN Print/PDF THEN Scope preserved,headers where appropriate,no clipped or overlapping totals; all pages inspectable.",passed,
DOC-009,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Name or notes contains script/HTML-looking text WHEN Render,Literal safe text; no script execution or injected markup.,uniquely required,,tests/domain/customerDocument.test.ts (storage-level); tests/browser/customerDocumentRendering.test.tsx (rendered-DOM level),GIVEN Name or notes contains script/HTML-looking text WHEN Render THEN Literal safe text; no script execution or injected markup.,passed,
DOC-010,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Logo script-capable payload or >1MiB WHEN Import/render,Reject unsafe/oversized asset; source state intact.,uniquely required,,tests/domain/logo.test.ts; tests/browser/businessLogo.test.tsx,GIVEN Logo script-capable payload or >1MiB WHEN Import/render THEN Reject unsafe/oversized asset; source state intact.,passed,
DOC-011,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Issued snapshot created under earlier engine WHEN Print after engine upgrade,Frozen customer content/total unchanged; no automatic recalculation.,uniquely required,,tests/domain/customerDocument.test.ts; tests/browser/issuedDocumentEngineUpgrade.test.tsx,GIVEN Issued snapshot created under earlier engine WHEN Print after engine upgrade THEN Frozen customer content/total unchanged; no automatic recalculation.,passed,
DOC-012,tool-specs/08; CALCULATION_SPEC.md §6,Pro customer output,GIVEN Customer preview and internal screen open WHEN Print customer document,Internal panels/buttons omitted; printable container selected correctly.,uniquely required,,tests/browser/customerDocumentRendering.test.tsx,GIVEN Customer preview and internal screen open WHEN Print customer document THEN Internal panels/buttons omitted; printable container selected correctly.,passed,
ACT-001,tool-specs/09; DATA_CONTRACT.md,Actual-cost review,GIVEN No actual categories confirmed WHEN Open review,In progress; no final cost/profit/margin/variance; missing indicators.,uniquely required,,tests/engine/actuals.test.ts,GIVEN No actual categories confirmed WHEN Open review THEN In progress; no final cost/profit/margin/variance; missing indicators.,passed,
ACT-002,tool-specs/09; DATA_CONTRACT.md,Actual-cost review,"GIVEN Materials700 confirmed, others null WHEN Calculate",Recorded cost700 only; no final profit/margin or total variance.,uniquely required,,"tests/engine/actuals.test.ts::""ACT-01 (V10): confirming materials alone leaves the review in_progress with no final profit/margin""","materials confirmed=true amount=700, all others confirmed=false/null -> state in_progress, confirmedCategories=1, recordedCostSoFar=700, actualCost/profit/margin all null.",passed,
ACT-003,tool-specs/09; DATA_CONTRACT.md,Actual-cost review,GIVEN Materials amount0 confirmed WHEN Calculate progress,"Zero counts as supplied, distinct from missing.",uniquely required,,"tests/engine/actuals.test.ts::""ACT-02: explicit zero in every category is valid and finalizes"" + ""ACT-03: confirmed=true but amount=null does not count as a completed category""","Together these prove amount=0+confirmed=true counts as supplied (state final, actualCost 0) while confirmed=true+amount=null does not count toward confirmedCategories — the ""zero vs. missing"" distinction.",passed,
