case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
CORE-030,Shared parsing and result state,P0,implemented,passed,tests/engine/decimal.test.ts::CORE-030: exact decimal arithmetic has no binary-float artifact,vitest 5 / Node (local engine tests),"new PEP(""0.1"").plus(""0.2"").toString() === ""0.3"" exactly, explicitly contrasted against native JS's 0.1+0.2 !== 0.3.",tests/engine/decimal.test.ts:15-27,
COST-001,"Labor, expenses and supplies",P0,implemented,passed,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > interior-walls-brief (interior),vitest 5 / Node,"wallOrCeilingHours(563,2,150) and the resulting labor cost are exercised via the interior-walls-brief fixture: hours 7.506667, laborCost 240.21 — matches this case's wall-only figures exactly.",tests/engine/fixtures.test.ts; src/engine/labor.ts,
COST-002,"Labor, expenses and supplies",P0,implemented,not_run,,,"No test isolates a standalone 320 ft2 / throughput-120 ceiling calculation. interior-with-ceiling (fixtures.test.ts) exercises the same wallOrCeilingHours() call for the ceiling term but only asserts the COMBINED wall+ceiling totals (12.84h/410.88), never the ceiling-only 5.333h/170.67 figure this case names.","src/engine/labor.ts (wallOrCeilingHours); tests/engine/fixtures.test.ts; tests/mutation/mutation.test.ts (uses the same 320/120 numbers inline, but as a hand-rolled comparison, not a call into the production function, and only asserts the combined 12.84h total)",Prior test-execution-results.csv correctly marked this not_run — confirmed accurate.
COST-003,"Labor, expenses and supplies",P0,implemented,passed,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > interior-with-ceiling (interior),vitest 5 / Node,"The combined wall+ceiling fixture asserts hours 12.840000 and laborCost 410.88 exactly, matching this case's given/then. Independently corroborated by tests/mutation/mutation.test.ts's wall-throughput-for-ceiling guard.",tests/engine/fixtures.test.ts; tests/mutation/mutation.test.ts,
COST-004,"Labor, expenses and supplies",P0,implemented,passed,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > trim-surface (surface),vitest 5 / Node,"trim-surface fixture asserts hours 5.000000 and laborCost 160.00 for length100/coats2/throughput40/rate32, confirming trimHours() scales with linear length, not developed-width area.",tests/engine/fixtures.test.ts; src/engine/labor.ts,
COST-005,"Labor, expenses and supplies",P0,implemented,passed,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > door-two-faces (surface),vitest 5 / Node,"door-two-faces fixture asserts hours 3.000000 and laborCost 96.00 for count1/sides2/coats2/time.75/rate32, confirming doorHours() multiplies by sides exactly once.",tests/engine/fixtures.test.ts; src/engine/labor.ts,
COST-006,"Labor, expenses and supplies",P0,implemented,not_run,,,"doorHours(count,sides,coats,hoursPerSidePerCoat) multiplies by the sides parameter explicitly (src/engine/labor.ts line 16-18), so sides=1 correctly yields 1.5h/$48 with no implicit doubling by construction — but no test anywhere calls doorHours or the door fixture path with sides=1; every door test (fixtures.test.ts, estimate.test.ts, geometry.test.ts) uses sides=2.",src/engine/labor.ts,"Geometry-only sides=1 cases (doorPaintableArea) are tested in geometry.test.ts GEO-10, but that is area, not labor hours/cost."
COST-007,"Labor, expenses and supplies",P0,implemented,not_run,,,"The ""additional prep hours"" concept exists both as src/engine/labor.ts::additionalLaborCost() (never called anywhere, dead code) and as inline duplicate logic in src/domain/estimateAssembly.ts line 182-183 (revision.additionalLabor.reduce(...)), which does feed into laborCost and thus directCost/overhead once — but no test (unit or domain) ever populates additionalLabor and asserts the resulting labor/overhead increase.",src/engine/labor.ts; src/domain/estimateAssembly.ts,additionalLaborCost() in labor.ts is unused dead code — estimateAssembly.ts reimplements the same reduce inline instead of calling it.
COST-008,"Labor, expenses and supplies",P0,implemented,not_run,,,"surfaceApplicationLaborCost() sums lines.hours*line's OWN loadedHourlyRate (src/engine/labor.ts line 34-36), never a single shared rate — but every existing multi-surface test (estimate.test.ts, estimateAssembly.test.ts) gives all surfaces the SAME loadedHourlyRate (32), so the ""different rates per line"" scenario this case names is never actually exercised.",src/engine/labor.ts; tests/engine/estimate.test.ts,
COST-009,"Labor, expenses and supplies",P0,implemented,not_run,,,"materialsTotal(paintCost, otherMaterialsCost, allowance) and suppliesAllowance(mode:""none"",...) are tested in cost.test.ts (COST-01/COST-04) but with paintCost=100/200 and otherMaterials=900 — never with this case's specific paint=126/supplies=20/total=146 figures. The allowance-isolation RULE is verified; this exact numeric fixture (126/20/146) was never run.",src/engine/cost.ts; tests/engine/cost.test.ts,"The prior test-execution-results.csv marked this ""passed"" citing tests/engine/cost.test.ts::COST-01..04 — that citation is misleading: those tests use different sample numbers (100/200/999) and never produce or assert the value 146.00 this case names. Downgraded to not_run per audit rigor."
COST-010,"Labor, expenses and supplies",P0,implemented,not_run,,,"suppliesAllowance(mode:""flat"",...) is tested in cost.test.ts::COST-02 (flatAmount=25, ignores stale paintPercentRatio=0.9) — the same isolation RULE this case describes, but never with paint=126/flat=10/total=156.",src/engine/cost.ts; tests/engine/cost.test.ts,
COST-011,"Labor, expenses and supplies",P0,implemented,not_run,,,"suppliesAllowance(mode:""paintPercent"",...) is tested in cost.test.ts::COST-03/COST-04 (paintPercentRatio scales off paint cost only, ignoring stale flatAmount and unrelated otherMaterials) — the same rule, but never with paint=126/ratio=.10/allowance=12.60/total=158.60.",src/engine/cost.ts; tests/engine/cost.test.ts,
COST-012,"Labor, expenses and supplies",P0,implemented,not_run,,,"cost.test.ts::COST-01 proves mode=""none"" contributes zero even with stale flatAmount=999 and paintPercentRatio=0.5 present — structurally the same ""switching modes clears stale contributions"" guarantee this case asks for, but never run with this case's specific flat10-to-none/ratio.10 numbers.",src/engine/cost.ts; tests/engine/cost.test.ts,
COST-013,"Labor, expenses and supplies",P0,implemented,not_run,,,"cost.test.ts::COST-03 proves mode=""paintPercent"" ignores a stale flatAmount=999 entirely (no blend) — the same rule this case describes for switching flat10 to paintPercent.10, but never run with this case's specific paint126/12.60 numbers.",src/engine/cost.ts; tests/engine/cost.test.ts,
COST-014,"Labor, expenses and supplies",P0,missing,not_run,,,"BusinessSettings.defaultTravelAmount exists as a schema field (src/domain/entities.ts line 19) but is never read anywhere in src/ except being set to the literal string ""0"" in ProApp.tsx's settings default and every test fixture. No code path in createDraftRevision, estimateAssembly.ts, or ProApp.tsx auto-inserts a default travel/expense line into otherExpenses when a new draft is created.",src/domain/entities.ts; src/domain/project.ts; src/components/tools/pro/ProApp.tsx,"This appears to be an unimplemented feature (or a dead schema field), not merely an untested one — a default-travel-expense auto-insert with idempotent recalculation was never wired up."
COST-015,"Labor, expenses and supplies",P0,missing,not_run,,,"This case tests idempotency of the same default-travel-expense feature COST-014 describes; since no code ever auto-inserts a default expense line (defaultTravelAmount is unused), there is nothing to accidentally re-add, and no test exercises this path.",src/domain/entities.ts; src/domain/project.ts,Same root gap as COST-014.
COST-016,"Labor, expenses and supplies",P0,implemented,not_run,,,"otherMaterialCost(lines) = sum(quantity*unitCost) (src/engine/cost.ts line 26-28) is used in production by estimateAssembly.ts line 172, but the function itself is never directly unit-tested, and no domain/estimateAssembly test populates otherMaterialLines to exercise it end-to-end.",src/engine/cost.ts; src/domain/estimateAssembly.ts,
COST-017,"Labor, expenses and supplies",P0,implemented,passed,"tests/engine/cost.test.ts::COST-05, COST-06",vitest 5 / Node,"Grepped the whole src/ tree for ""burden""/""multiplier"": no such code exists anywhere. directCost()/overheadAmount() (cost.test.ts COST-05/06, and the NUM-job-homepage fixture) pass the already-loaded labor figure straight into directCost with exactly one overhead multiplication — no second burden factor is ever applied to a loaded rate.",src/engine/cost.ts; tests/engine/cost.test.ts,"This is a negative/structural claim verified by source inspection plus the existing directCost/overheadAmount tests, not a single fixture with these exact words."
COST-018,"Labor, expenses and supplies",P0,implemented,not_run,,,"overheadAmount(directCostValue, overheadRatio) is a plain multiplication with no range validation rejecting 0 (src/engine/cost.ts, src/domain/estimateAssembly.ts only checks the field parses as a valid decimal). No test passes overheadRatio=""0"" to confirm the resulting overhead=0/total=cost path end-to-end.",src/engine/cost.ts; src/domain/estimateAssembly.ts,
COST-019,"Labor, expenses and supplies",P0,partial,not_run,,,"overheadAmount(100, 1) would compute overhead=100/total=200 without being rejected (no upper-bound validation on overheadRatio), satisfying ""not invalid"" — but the ""warning unusual"" half of this case is NOT implemented: src/engine/types.ts defines a FieldWarning/warnings[] scaffold, but grepping the whole src/ tree shows warnings is never populated (always an empty array) anywhere in the codebase.",src/engine/cost.ts; src/engine/types.ts,The warnings mechanism is dead scaffolding — no code path ever surfaces a warning for an unusual overhead ratio (or anything else).
DOC-001,Pro customer output,P0,implemented,passed,tests/domain/lifecycle.test.ts::DOC-P01: customer document allow-list > never exposes internal cost/margin fields even if present on the source revision,vitest 5 / Node,"buildCustomerDocument() called on a revision carrying rawCalculatedOutputs (estimatedJobCost/estimatedMargin/overheadAmount) produces a document that assertOnlyAllowedFields() accepts, and JSON.stringify(doc) contains neither ""2185.00"" nor ""estimatedMargin"" — internal cost/margin/rate fields never reach the output.",src/domain/customerDocument.ts; tests/domain/lifecycle.test.ts,
DOC-002,Pro customer output,P0,implemented,passed,tests/domain/lifecycle.test.ts::DOC-P01: customer document allow-list > a hand-assembled object with a leaked private field is caught by the allow-list guard,vitest 5 / Node,"buildCustomerDocument() is a fixed ALLOW-LIST projection (src/domain/customerDocument.ts) — a new field added to EstimateRevision is absent from the output by construction, not because it is on a block-list. assertOnlyAllowedFields() additionally throws on a hand-assembled object carrying an unlisted field (""estimatedMargin""), proving the guard catches a future leak even if buildCustomerDocument itself were bypassed.",src/domain/customerDocument.ts; tests/domain/lifecycle.test.ts,
DOC-003,Pro customer output,P0,implemented,not_run,,,"CustomerDocumentSnapshot (src/domain/entities.ts lines 151-165) has a single proposedPrice: string field and scopeLines: string[] carrying only descriptive room/surface text — there is no per-line price field anywhere in the type, so a distributed/invented per-description price is structurally impossible. No test builds a multi-room document at price 1000 and asserts the single total, though.",src/domain/entities.ts; src/domain/customerDocument.ts,"Prior test-execution-results.csv cited ""tests/engine/document.test.ts::DOC-03"" for this case — that test is actually about the FREE document tool's per-line rounding (a different feature/file entirely, unrelated to the Pro customer-document scope/price this case describes). That prior ""passed"" claim was false."
